Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign,MACD_Win Rate [%],MACD_SQN,RSI_Win Rate [%],RSI_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,VR_Win Rate [%],VR_SQN,MAX52w_Win Rate [%],MAX52w_SQN,BB2_Win Rate [%],BB2_SQN,stochastic_Win Rate [%],stochastic_SQN,tsumitate_Win Rate [%],tsumitate_SQN,MAX30d_Win Rate [%],MAX30d_SQN,Price_0d,PL_0d,Price_1d,PL_1d,Price_2d,PL_2d,Price_3d,PL_3d,Price_4d,PL_4d,Price_5d,PL_5d,Price_6d,PL_6d,Price_7d,PL_7d,Price_8d,PL_8d,Price_9d,PL_9d,Price_10d,PL_10d,Price_11d,PL_11d,Price_12d,PL_12d,Price_13d,PL_13d,Price_14d,PL_14d,Price_20d,PL_20d,Price_21d,PL_21d,Price_22d,PL_22d,Price_27d,PL_27d,Price_28d,PL_28d,Price_29d,PL_29d,Price_59d,PL_59d,Price_60d,PL_60d,Price_61d,PL_61d
巴工業,6309,2024-11-27,0,0,1,0,0,0,0,87.5,2.715060447736449,80.0,2.599924946286752,78.16091954022988,5.904688158371088,66.66666666666666,3.375459385012514,33.33333333333333,-0.0795377659459157,63.888888888888886,2.7139285227152383,74.25149700598801,7.43800948956613,76.66666666666667,4.1962010408626815,58.620689655172406,1.1009323252795349,3765.0,0.0,3760.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
井関農機,6310,2024-11-27,0,0,1,0,0,0,1,38.46153846153847,0.2246966322273621,50.0,0.9334118767302058,60.86956521739131,1.298711990490916,36.11111111111111,-0.3269026582485699,0.0,-6.2,37.5,-1.10440286079455,39.87341772151899,-0.1323530172496416,31.666666666666664,-0.2961049313031159,4.761904761904762,-5.440372440008517,943.0,0.0,950.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＴＯＷＡ,6315,2024-11-27,0,0,1,0,0,1,0,100.0,9.664954289073496,57.89473684210527,0.6567256566397588,52.04081632653062,3.012689968912935,57.14285714285714,2.073326060245473,72.0,3.345530181633555,53.333333333333336,1.148804553602526,59.85915492957746,3.99722755466062,48.333333333333336,1.5453939571772766,72.22222222222221,3.680534051658644,1532.0,0.0,1522.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ローツェ,6323,2024-11-27,0,1,1,0,0,0,0,83.33333333333334,2.502886700375785,80.0,2.048826458055721,56.33802816901409,2.571821005223617,80.48780487804879,3.389745419830675,52.94117647058824,1.3024914575242044,57.57575757575758,2.72276866336942,44.680851063829785,1.921711819966756,48.333333333333336,0.5968821502203772,42.85714285714285,0.6971516813332457,1666.5,0.0,1634.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三菱化工機,6331,2024-11-27,0,0,1,0,0,0,0,66.66666666666666,1.645587185034469,66.66666666666666,1.1414996740120504,58.333333333333336,2.752011301718899,59.64912280701754,3.445502193162321,66.66666666666666,1.1358598212693,42.42424242424242,0.7897847940772352,57.53424657534247,3.6696154713643967,48.333333333333336,2.2448220254900844,70.0,2.7800065364180395,3160.0,0.0,3150.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新東工業,6339,2024-11-27,0,1,1,0,0,0,1,27.27272727272727,-0.1011998247798836,28.57142857142857,-0.2229728167644321,63.63636363636363,3.2435207478381005,55.76923076923077,2.4761741037667986,27.27272727272727,-0.5862209676946492,42.42424242424242,0.4450306386765413,58.620689655172406,1.1855519353869253,46.66666666666666,0.4380899133466396,36.0,0.7019087847458227,920.0,0.0,923.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鶴見製作所,6351,2024-11-27,0,1,1,0,0,0,0,7.6923076923076925,-4.786077551114608,75.0,2.818763619989221,55.04587155963303,2.7570454715957555,65.0,4.094651833339111,84.21052631578947,3.799577045904978,69.23076923076923,2.8774709801362373,49.68944099378882,3.7392564407868334,53.333333333333336,2.858415864467857,75.55555555555556,4.715545370364273,3600.0,0.0,3585.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荏原製作所,6361,2024-11-27,0,1,0,0,0,0,0,80.0,1.672457376500751,100.0,2.627906949664979,53.84615384615385,3.61508899122214,63.1578947368421,2.7350812648234624,65.0,2.255024679903894,48.27586206896552,1.463796232292888,65.13157894736842,4.856481041135023,65.0,2.8769061007856047,64.86486486486487,2.095564760059163,2163.0,0.0,2136.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
酉島製作所,6363,2024-11-27,0,1,1,0,0,1,0,75.0,2.7677130711441325,58.06451612903226,1.4181816716503506,75.22123893805309,6.18048029361896,86.48648648648648,5.512485649370278,96.66666666666669,9.571257882826416,54.83870967741935,1.2626113391751823,64.66666666666666,5.855770325187912,78.33333333333333,4.210556920247414,100.0,11.65212275291196,2281.0,0.0,2255.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トーヨーカネツ,6369,2024-11-27,0,1,1,0,0,0,0,57.14285714285714,0.5346588938012496,73.52941176470588,3.0538332274756472,53.98230088495575,2.875352443125004,85.0,4.292354217288295,42.85714285714285,-0.8219370772636322,74.19354838709677,2.5947462006834674,51.94805194805194,2.116503045514834,56.66666666666666,1.8409710970113151,60.60606060606061,1.29824514516727,3955.0,0.0,4000.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
栗田工業,6370,2024-11-27,0,1,0,0,0,0,0,85.71428571428571,1.962811469978312,83.33333333333334,2.88436624060373,66.66666666666666,2.2899095286544457,57.89473684210527,2.689609217341244,33.33333333333333,-1.6222788170265086,46.66666666666666,1.3057726733724977,49.6551724137931,1.293458886786165,63.33333333333333,0.6531314179047227,45.16129032258064,-0.7188499752398956,5732.0,0.0,5662.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
椿本チエイン,6371,2024-11-27,0,1,0,0,0,0,1,80.0,2.0069531770514226,83.33333333333334,4.973164138313469,63.63636363636363,5.320876414868407,72.97297297297297,3.4357941538732306,72.72727272727273,3.2690372046573883,56.00000000000001,1.141583175723168,64.13793103448275,5.8613882125805725,63.33333333333333,3.367372736269294,60.0,3.267586236136418,1837.0,0.0,1843.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アネスト岩田,6381,2024-11-27,0,1,0,0,0,0,0,85.71428571428571,2.311834286948244,73.33333333333333,3.8825617298644417,56.34920634920635,3.3885895855390595,81.81818181818183,3.972397933273641,50.0,0.5391376844236223,57.14285714285714,1.9548733041075657,55.55555555555556,3.4829959969949407,56.66666666666666,2.2419172300453263,57.14285714285714,1.387518144747908,1404.0,0.0,1403.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サムコ,6387,2024-11-27,0,0,1,0,0,1,0,83.33333333333334,2.529862068406905,100.0,5.063891010981624,44.329896907216494,0.9309496994804356,80.0,2.6836695502743613,66.66666666666666,1.6037875673198412,58.82352941176471,0.9038084772124982,43.83561643835616,2.2159990676348382,40.0,0.9940605066013988,50.0,1.899100140343253,2809.0,0.0,2778.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＣＫＤ,6407,2024-11-27,0,0,1,0,0,1,0,66.66666666666666,1.6016668784653962,100.0,7.167253450851895,76.19047619047619,4.328925926043173,86.66666666666667,4.68778203200728,85.71428571428571,2.5180250113103955,66.66666666666666,3.094520091393056,64.23357664233576,2.6841075333495046,65.0,2.0769447445965388,54.16666666666666,-0.1492648184267164,2417.0,0.0,2395.0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＪＵＫＩ,6440,2024-11-27,0,0,0,0,0,0,1,11.11111111111111,-1.7435261020364707,66.66666666666666,2.7901193566756435,23.404255319148938,-0.2356475800981453,45.83333333333333,1.42504056675665,0.0,0.0,26.82926829268293,0.1588930284911774,29.55974842767296,-2.730552558026114,28.33333333333333,-0.8993901684531853,21.73913043478261,-3.442844213544658,387.0,0.0,387.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マックス,6454,2024-11-27,0,0,1,0,0,0,0,60.0,1.371038675262847,66.66666666666666,2.963899212563194,66.10169491525424,5.257990682187226,67.74193548387096,3.777621700566953,64.70588235294117,1.338387560792807,58.333333333333336,1.2014786596891192,63.888888888888886,5.241721537741287,65.0,2.60421367487641,71.42857142857143,2.477620477678616,3265.0,0.0,3380.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大和冷機工業,6459,2024-11-27,0,1,1,0,0,1,1,88.88888888888889,3.0283777115481465,86.20689655172413,4.00777411008589,64.81481481481481,4.330822410947826,75.0,2.8041451886626705,0.0,-3.963152802078521,64.70588235294117,2.3031639063594955,54.0,1.4807673935534758,60.0,1.3232136221999269,50.0,-0.8843262799767532,1384.0,0.0,1400.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
セガサミーホールディングス,6460,2024-11-27,0,0,0,0,0,1,0,55.55555555555556,2.083880041598933,53.84615384615385,1.7830678487292937,51.28205128205128,1.6868302091369305,61.53846153846154,3.1229312256593977,47.368421052631575,0.1002102768463114,46.66666666666666,0.7352468279335058,47.183098591549296,2.1711670948654023,48.333333333333336,0.9527762778900548,53.84615384615385,1.367948106042136,2588.0,0.0,2613.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ツバキ・ナカシマ,6464,2024-11-27,0,1,1,0,0,1,0,75.0,2.131069327034144,57.14285714285714,0.7868976289567069,31.521739130434785,-0.6870544519283494,19.047619047619047,-1.349355923882436,0.0,0.0,45.0,-1.0825283322026766,34.26573426573427,-1.4047754341481389,26.666666666666668,-1.5979906024753396,21.73913043478261,-4.060822726895419,497.0,0.0,495.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本精工,6471,2024-11-27,0,0,1,0,0,0,0,33.33333333333333,0.1888441318211517,66.66666666666666,1.1348869299978754,48.07692307692308,0.7654280406608457,39.130434782608695,0.0514498816055306,0.0,-1.997015654151121,50.0,0.2441401956632219,34.01360544217687,-0.4441978125998594,46.66666666666666,-0.0096821486822202,21.428571428571427,-1.6739898270688445,647.3,0.0,652.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不二越,6474,2024-11-27,0,0,0,0,0,0,1,41.66666666666667,0.1144833935573062,55.172413793103445,-0.1018938461158735,51.11111111111111,-0.3470438133930788,54.54545454545454,1.1780590059419085,,0.0,48.71794871794872,-1.4406458767181585,38.0,-1.7043725262427336,40.0,-1.2580952256575848,0.0,-5.480725685774695,3110.0,0.0,3000.0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミネベアミツミ,6479,2024-11-27,0,0,1,0,0,1,0,62.5,1.7728815877400388,63.63636363636363,2.101537779191882,67.07317073170732,2.3055950662324443,77.35849056603774,4.352526356342398,33.33333333333333,-1.582103308810561,64.86486486486487,2.636781875719693,60.0,1.0797795391524576,48.333333333333336,0.5214695310402988,36.66666666666666,-2.064995657636648,2408.5,0.0,2413.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イーグル工業,6486,2024-11-27,0,0,0,0,0,1,1,100.0,7.167480102248879,75.75757575757575,4.160295029496632,67.03296703296702,5.278941086764472,68.0,1.640886670803738,42.85714285714285,-0.2652763422563666,65.38461538461539,1.9954673909687408,63.12056737588653,5.130414215519777,65.0,3.362995654196008,54.285714285714285,1.090431680627085,1912.0,0.0,1905.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三菱電機,6503,2024-11-27,0,1,0,0,0,0,0,50.0,0.4779582044942105,81.48148148148148,3.945599530520215,58.620689655172406,2.621902045803972,74.54545454545455,4.794918261322145,65.0,1.934531503090566,58.06451612903226,1.147811631976636,52.66666666666666,1.7590022031370465,56.66666666666666,0.7211396802835967,59.45945945945946,2.0786310048028365,2502.0,0.0,2504.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安川電機,6506,2024-11-27,0,0,1,0,0,1,0,41.66666666666667,0.0752511113853286,83.33333333333334,2.2208535226514146,56.60377358490566,1.9688160968969608,71.9298245614035,2.2429389088171336,25.0,-0.7428070962418705,56.41025641025641,1.745893075223415,63.26530612244898,2.007450548153746,61.66666666666667,1.1736527013826277,27.58620689655172,-1.1175200013185211,3974.0,0.0,3920.0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シンフォニアテクノロジー,6507,2024-11-27,0,1,0,0,0,0,0,70.0,1.7565442623019032,87.5,2.740009405992004,50.63291139240506,2.620974831684616,56.14035087719298,2.440047329449176,60.0,2.415304759975547,46.42857142857143,1.1275373375454143,53.90070921985816,3.6428432392145327,50.0,2.036648381444062,60.526315789473685,2.501382229631912,5520.0,0.0,5560.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明電舎,6508,2024-11-27,0,1,0,0,0,0,0,55.55555555555556,1.3952842562895138,100.0,3.573921691112872,56.07476635514018,2.7154884812845896,60.37735849056604,3.770398507413159,77.77777777777779,2.3255179085169893,57.14285714285714,1.306348166145048,53.24675324675325,1.9539583712642443,66.66666666666666,1.596092259672536,63.33333333333333,2.2042832696599435,3790.0,0.0,3790.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山洋電気,6516,2024-11-27,0,0,1,0,0,1,0,81.81818181818183,2.50124732968234,63.63636363636363,1.3485510534589094,57.99999999999999,2.3327068773225577,53.65853658536586,2.276222454934321,44.44444444444444,-0.0878680316563326,33.33333333333333,0.5334118807698858,47.4025974025974,0.2792537867955359,45.0,0.9000484185607558,37.03703703703704,-0.4030997244466834,8020.0,0.0,8000.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525,2024-11-27,0,0,1,0,0,1,0,,0.0,50.0,0.7636363636363638,64.70588235294117,1.6945104097722223,66.66666666666666,1.6818321867847843,,0.0,80.0,1.538012976379149,54.16666666666666,1.763827589829842,58.333333333333336,1.6595621804774578,50.0,0.4124884723197814,2124.0,0.0,2123.5,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ソシオネクスト,6526,2024-11-27,0,0,1,0,0,0,0,100.0,0.0,75.0,1.589387386753051,37.93103448275862,-0.0524204905649379,26.666666666666668,0.0612284091608267,,0.0,50.0,1.4398485645414514,45.90163934426229,1.6654694210056658,54.16666666666666,0.9078825714536304,0.0,0.0,2284.0,0.0,2294.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジャパンエレベーターサービスホールディングス,6544,2024-11-27,0,1,1,0,0,0,0,55.55555555555556,0.7642990306010568,53.333333333333336,2.215526669277282,58.18181818181818,4.414009687956001,69.04761904761905,4.245079021048989,23.07692307692308,-2.0634697645846805,70.96774193548387,4.3248379256758245,54.729729729729726,3.8238121232593545,51.66666666666667,2.0890057630711083,46.66666666666666,-0.882814882270001,2575.0,0.0,2598.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芝浦メカトロニクス,6590,2024-11-27,0,1,1,0,0,0,0,100.0,4.032794922611353,94.28571428571428,7.86335465482574,68.29268292682927,2.4234535452564137,75.0,3.6400579709838494,50.0,-0.0999557983658099,50.0,1.529144764906656,55.757575757575765,2.990791938066668,50.0,1.4917534294240336,52.5,0.5162809917914911,7420.0,0.0,7180.0,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マブチモーター,6592,2024-11-27,0,0,0,0,0,1,0,50.0,1.140464902693637,75.0,1.6849503158006225,43.20987654320987,1.5961480302781623,38.70967741935484,0.6402844663693523,63.63636363636363,1.090886321798018,41.17647058823529,0.5964705905348793,44.5859872611465,1.720550373834322,48.333333333333336,1.505336861363357,56.52173913043478,1.5768775294497823,2178.5,0.0,2195.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ユー・エム・シー・エレクトロニクス,6615,2024-11-27,0,0,0,0,0,1,0,44.44444444444444,0.6363408467633641,28.57142857142857,-0.9921129392954016,50.943396226415096,1.06900213789544,50.98039215686274,0.9468966603987043,50.0,0.1694915254237288,35.8974358974359,-0.2472812856407628,52.980132450331126,-0.6759398489491034,51.66666666666667,0.8094860521855683,60.0,0.3926876451190768,326.0,0.0,323.0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トレックス・セミコンダクター,6616,2024-11-27,0,0,1,0,0,0,0,12.5,-1.5297132539448526,50.0,0.7847218335517221,53.191489361702125,0.7124464651846859,25.925925925925924,0.3269908641545585,57.14285714285714,0.872383588138793,61.11111111111112,0.9276455198236044,39.735099337748345,0.4818865310334473,31.666666666666664,-0.2624617651675519,22.727272727272727,-0.5630596960932042,1290.0,0.0,1299.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダブル・スコープ,6619,2024-11-27,0,1,1,0,0,1,1,28.57142857142857,0.0982624529463626,60.0,0.6093154571951014,53.65853658536586,0.7898128570821688,29.23076923076924,-0.6340387836638932,85.71428571428571,1.5815898598009157,47.5,-0.7793587444778849,31.25,-0.7148738778122149,31.666666666666664,-0.1413247773839837,48.14814814814815,0.1229598667038812,288.0,0.0,291.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大崎電気工業,6644,2024-11-27,0,1,0,0,0,0,0,91.66666666666666,3.774024256093262,59.09090909090909,1.3988530794050116,63.96396396396396,3.885225124997713,50.0,1.4168058163239277,75.0,0.5451488318445757,48.71794871794872,0.7823248763919604,59.210526315789465,2.503521708367334,56.66666666666666,1.5033426415178188,51.72413793103448,0.760372468472725,728.0,0.0,732.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オムロン,6645,2024-11-27,0,1,1,0,0,1,0,33.33333333333333,-0.0906824943001664,36.66666666666666,-0.97007875596927,46.15384615384615,1.596197696003672,48.14814814814815,1.5749722096022172,50.0,0.1572874768327297,44.11764705882353,0.9686184013170092,45.77464788732394,0.3817055641773645,33.33333333333333,-0.1722370223493239,50.0,0.8420748231643311,4807.0,0.0,4758.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日東工業,6651,2024-11-27,0,0,1,0,0,0,1,66.66666666666666,1.8100435946167943,37.93103448275862,1.9002403787591016,51.28205128205128,1.927551181561702,45.09803921568628,1.3658401679057433,70.0,1.2667589912590884,37.5,0.5855128886802986,41.891891891891895,1.0704682238992118,41.66666666666667,0.5270707823269495,76.66666666666667,2.522923997257895,2823.0,0.0,2811.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＩＤＥＣ,6652,2024-11-27,0,1,0,0,0,0,0,77.77777777777779,1.1508581782449612,73.33333333333333,3.94001573190908,56.86274509803921,2.029289358401565,51.85185185185185,0.8276878710683059,41.66666666666667,-1.1801032051668652,57.49999999999999,-0.159154776289528,45.33333333333333,-0.2125858827983213,43.333333333333336,-0.8283310766797285,39.285714285714285,-1.0605175263537716,2401.0,0.0,2393.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正興電機製作所,6653,2024-11-27,0,0,0,0,0,1,0,54.54545454545454,0.1731803838805339,75.0,1.5280529490839552,51.546391752577314,1.0618007418925215,38.46153846153847,1.1702671717239452,75.0,0.7421741657918468,43.333333333333336,-0.0984107724008732,43.44827586206896,1.273685470757182,60.0,1.0869023464365817,36.84210526315789,-0.411849926558974,1174.0,0.0,1175.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沖電気工業,6703,2024-11-27,0,0,0,0,0,1,0,54.54545454545454,1.0076807246648758,37.5,1.0001207092426811,24.444444444444443,-1.3618637260896764,48.57142857142857,1.4169206345805605,0.0,0.0,33.33333333333333,-1.6119795924020826,37.5,0.1942237479809685,35.0,-0.554470294460181,52.63157894736842,1.4272762905393417,933.0,0.0,935.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
電気興業,6706,2024-11-27,0,1,1,0,0,0,0,38.46153846153847,-0.375767579223064,80.0,3.0562529181901605,59.18367346938776,0.5683950985205197,72.5,2.49629616563676,,0.0,36.36363636363637,-0.39014526923025,36.94267515923567,-1.6651643014448283,38.333333333333336,-1.0024017993429046,26.08695652173913,-2.720709220643235,1691.0,0.0,1693.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイホン,6718,2024-11-27,0,1,1,0,0,1,1,80.0,2.256750601033715,70.0,2.390491567998934,57.47126436781609,1.6842278694464523,71.05263157894737,2.1785247479088232,62.5,0.1820169781913894,45.71428571428572,-0.3311530240870573,51.63398692810458,2.102411442342073,55.00000000000001,1.2242978483838345,51.51515151515152,1.9213654903024613,2680.0,0.0,2688.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アルバック,6728,2024-11-27,0,1,1,0,0,1,0,71.42857142857143,1.4049663448751313,59.45945945945946,2.005153306245022,51.42857142857142,2.1459723664076784,56.52173913043478,1.5642356318280817,75.0,1.7195805527595758,53.125,1.4309529904418006,49.6551724137931,2.3033664248205223,56.66666666666666,1.7100680362595782,46.875,1.2393024061147686,5901.0,0.0,6074.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
能美防災,6744,2024-11-27,0,1,0,0,0,0,1,64.28571428571429,0.7313425848114651,75.0,2.6041872998086992,63.04347826086957,2.131218791969458,75.0,3.862655662789885,66.66666666666666,1.6922481617934235,35.714285714285715,-0.0177348232378067,48.701298701298704,0.3447701828956719,45.0,0.3457701464391758,40.625,0.4997320019156759,2801.0,0.0,2788.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
タムラ製作所,6768,2024-11-27,0,0,1,0,0,1,0,100.0,12.23820186570153,50.0,2.1503983897453147,50.0,3.240542942893772,56.52173913043478,2.272089987557321,100.0,0.0,30.55555555555556,0.7982956626652968,48.05194805194805,1.4885262408267954,45.0,1.1085334530758613,52.38095238095239,0.736074225760211,493.0,0.0,491.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本電波工業,6779,2024-11-27,0,0,1,0,0,0,0,100.0,3.912987250805319,100.0,7.895156911099223,59.18367346938776,3.1284808736168377,56.09756097560976,3.116976481511243,50.0,0.5024436791149637,45.16129032258064,1.2265598566746123,54.36241610738255,2.500198217638593,48.333333333333336,0.765855922098082,50.0,-0.5132732941237065,914.0,0.0,916.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フォスター電機,6794,2024-11-27,0,1,0,0,0,0,0,58.333333333333336,1.2227841399041206,30.76923076923077,-0.8871975580938931,38.63636363636363,1.8922878858421028,51.16279069767442,3.012200316331353,37.5,-0.2641115671576155,32.5,0.6713816725774442,53.47222222222222,2.892281125082059,53.333333333333336,1.658020106242249,56.25,1.5416207268367932,1423.0,0.0,1422.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マクセル,6810,2024-11-27,0,0,1,0,0,0,0,63.63636363636363,0.7922188282548958,85.71428571428571,2.76333304139452,64.81481481481481,4.5924018349180615,57.89473684210527,2.4328722152210527,20.0,-3.502370581811221,57.49999999999999,1.7849401271547771,56.41025641025641,2.4892463399247013,61.66666666666667,1.556267214765397,33.33333333333333,-1.97653751442002,1646.0,0.0,1656.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古野電気,6814,2024-11-27,0,1,0,0,0,0,0,75.0,3.2174964539330384,82.35294117647058,3.153077820489159,54.629629629629626,2.6448392536346,58.333333333333336,3.1648794061699,76.92307692307693,1.6127370567571082,65.38461538461539,2.7973472654343823,72.6027397260274,4.27490888454407,68.33333333333333,1.802809606488741,58.06451612903226,1.587360763682418,2490.0,0.0,2476.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
チノー,6850,2024-11-27,0,1,1,0,0,1,1,63.63636363636363,1.14482573013465,100.0,9.420214350930875,68.64406779661016,5.184923263653645,63.888888888888886,2.684288430006843,41.17647058823529,0.3127175149816334,70.37037037037037,1.858174492595872,64.28571428571429,4.762137335995493,76.66666666666667,2.969308307735519,76.31578947368422,2.899961116530241,2081.0,0.0,2071.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
堀場製作所,6856,2024-11-27,0,0,1,0,0,0,0,40.0,0.9345950872520667,62.5,1.935186887387073,65.71428571428571,2.470929591021344,86.66666666666667,5.250447554695831,76.92307692307693,3.6554563115770895,58.06451612903226,1.571452008726343,47.82608695652174,-0.6766311087692657,50.0,0.8632900000048891,76.92307692307693,3.87031249821468,8236.0,0.0,8300.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アドバンテスト,6857,2024-11-27,0,1,0,0,0,0,0,87.5,4.040433595071177,100.0,3.7570457178455934,51.85185185185185,2.9851908896460184,62.74509803921568,3.797681736936203,53.84615384615385,0.429537734263868,63.33333333333333,1.449489113139974,51.67785234899329,3.328921869267194,43.333333333333336,1.396486393836465,39.02439024390244,-0.0140742863645604,8489.0,0.0,8210.0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日置電機,6866,2024-11-27,0,0,0,0,0,0,1,63.63636363636363,1.6912850382653033,46.15384615384615,1.670782922147097,60.60606060606061,4.377326051193552,55.00000000000001,2.5652304818876206,83.33333333333334,2.0690651954442187,62.5,1.8609267188100445,52.02702702702703,2.866894747303613,71.66666666666667,2.040220216945632,50.0,0.5042092395046598,7440.0,0.0,7550.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
デンソー,6902,2024-11-27,0,1,0,0,0,0,0,80.0,2.362724351078805,41.17647058823529,0.6629510382541665,57.44680851063831,2.432075259863809,66.66666666666666,3.83464805350186,25.0,-1.489604943619405,40.625,0.6905164851968933,57.77777777777777,2.873221948922541,40.0,0.7168282660712236,40.54054054054054,-0.6365209495562298,2150.5,0.0,2144.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
