Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign,MACD_Win Rate [%],MACD_SQN,RSI_Win Rate [%],RSI_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,VR_Win Rate [%],VR_SQN,MAX52w_Win Rate [%],MAX52w_SQN,BB2_Win Rate [%],BB2_SQN,stochastic_Win Rate [%],stochastic_SQN,tsumitate_Win Rate [%],tsumitate_SQN,MAX30d_Win Rate [%],MAX30d_SQN,Price_0d,PL_0d,Price_1d,PL_1d,Price_2d,PL_2d,Price_3d,PL_3d,Price_4d,PL_4d,Price_5d,PL_5d,Price_6d,PL_6d,Price_7d,PL_7d,Price_8d,PL_8d,Price_9d,PL_9d,Price_10d,PL_10d,Price_11d,PL_11d,Price_12d,PL_12d,Price_13d,PL_13d,Price_14d,PL_14d,Price_20d,PL_20d,Price_21d,PL_21d,Price_22d,PL_22d,Price_27d,PL_27d,Price_28d,PL_28d,Price_29d,PL_29d,Price_59d,PL_59d,Price_60d,PL_60d,Price_61d,PL_61d
三井不動産,8801,2024-11-19,0,0,1,0,0,0,0,83.33333333,1.263826808,100.0,15.2708392,48.75,2.128905729,70.96774194,3.104070365,90.90909091,7.215274791,42.42424242,1.683880314,54.60526316,2.447772066,56.66666667,1.89643963,69.6969697,3.959489978,1267.0,0.0,1254.5,-1.0,1240.0,-2.1,1237.5,-2.3,1256.5,-0.8,1238.0,-2.3,1238.0,-2.3,1241.0,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三菱地所,8802,2024-11-19,0,1,1,0,0,1,0,36.36363636,0.371137983,100.0,7.03282674,48.10126582,2.148410711,58.06451613,2.066065145,62.5,1.01305558,66.66666667,1.72164434,46.0,2.349373511,45.0,1.184828752,60.86956522,1.808525593,2082.0,0.0,2098.0,0.8,2083.5,0.1,2082.5,0.0,2118.0,1.7,2107.5,1.2,2094.0,0.6,2094.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
京阪神ビルディング,8818,2024-11-19,0,0,0,0,0,1,0,50.0,0.879541923,80.0,3.370482545,62.5,3.355435092,58.92857143,2.207848821,57.14285714,-0.149014892,46.15384615,1.472978915,59.57446809,2.189312509,60.0,1.299456646,46.15384615,-0.608129098,1542.0,0.0,1531.0,-0.7,1559.0,1.1,1561.0,1.2,1570.0,1.8,1570.0,1.8,1584.0,2.7,1611.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
空港施設,8864,2024-11-19,0,0,0,0,0,1,0,33.33333333,-0.358687468,56.66666667,1.380421126,58.59375,3.322823736,60.0,1.866822903,16.66666667,-1.266992398,54.83870968,0.404065228,61.93548387,2.427318418,51.66666667,1.20931073,52.38095238,-0.476746219,577.0,0.0,577.0,0.0,578.0,0.2,580.0,0.5,580.0,0.5,581.0,0.7,579.0,0.3,579.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リログループ,8876,2024-11-19,0,0,1,0,0,1,0,25.0,-0.350755902,42.85714286,0.647009067,39.58333333,-0.808448727,36.11111111,-1.49244468,,0.0,29.41176471,-1.765775052,33.09859155,-3.991996602,38.33333333,-1.326013718,61.11111111,0.255926295,1667.0,0.0,1658.0,-0.5,1669.0,0.1,1693.5,1.6,1741.5,4.5,1756.5,5.4,1723.5,3.4,1752.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エスリード,8877,2024-11-19,0,0,0,0,0,1,0,85.71428571,3.60964903,81.48148148,3.655554576,74.0,6.917029756,74.41860465,5.054366744,84.0,3.388061252,75.0,2.662708861,64.13793103,5.883077631,78.33333333,5.267670218,75.6097561,4.054502026,4385.0,0.0,4395.0,0.2,4365.0,-0.5,4300.0,-1.9,4285.0,-2.3,4310.0,-1.7,4260.0,-2.9,4265.0,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本エスコン,8892,2024-11-19,0,0,0,0,0,1,0,55.55555556,1.156619996,84.0,5.092282553,57.14285714,1.074427291,60.0,1.095604101,50.0,-0.198412207,71.875,1.190036096,53.47222222,-0.960219469,58.33333333,0.100774012,48.0,0.025781454,994.0,0.0,991.0,-0.3,986.0,-0.8,987.0,-0.7,990.0,-0.4,988.0,-0.6,980.0,-1.4,986.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＦＪネクストホールディングス,8935,2024-11-19,0,0,0,0,0,1,0,45.45454545,0.36417189,100.0,4.099749357,73.07692308,4.854137096,67.5,3.688726774,40.0,-0.301818138,40.0,0.924739025,54.42176871,2.264873112,55.0,2.034293677,55.17241379,0.146096509,1115.0,0.0,1115.0,0.0,1120.0,0.4,1119.0,0.4,1126.0,1.0,1120.0,0.4,1110.0,-0.4,1107.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富士急行,9010,2024-11-19,0,0,0,0,0,1,0,54.54545455,0.672304346,40.0,0.148862506,45.45454545,-0.092712551,25.53191489,-0.636463,50.0,0.769230769,26.08695652,-1.091070678,44.89795918,-0.06724608,41.66666667,-0.608704066,45.0,0.165957566,2386.0,0.0,2367.0,-0.8,2360.0,-1.1,2366.0,-0.8,2407.0,0.9,2362.0,-1.0,2324.0,-2.6,2330.0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
近鉄グループホールディングス,9041,2024-11-19,0,0,0,0,0,0,1,25.0,-1.593903771,76.47058824,2.460793931,50.0,-1.205008845,26.08695652,-0.652537787,25.0,-2.138448847,50.0,-0.762549268,33.33333333,-2.244391705,41.66666667,-0.669623681,43.24324324,0.402485947,3357.0,0.0,3270.0,-2.6,3267.0,-2.7,3262.0,-2.8,3297.0,-1.8,3270.0,-2.6,3150.0,-6.2,3166.0,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トナミホールディングス,9070,2024-11-19,0,1,0,0,0,1,1,50.0,1.149728128,100.0,7.36092427,49.52380952,1.830883661,41.66666667,1.218914173,50.0,-0.541469981,41.37931034,0.369681225,45.58823529,-0.587010276,38.33333333,0.104026801,58.33333333,0.165675685,5610.0,0.0,5390.0,-3.9,5380.0,-4.1,5360.0,-4.5,5380.0,-4.1,5470.0,-2.5,5440.0,-3.0,5540.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福山通運,9075,2024-11-19,0,0,1,0,0,0,0,50.0,0.054929572,71.42857143,2.555163309,67.6056338,2.087236596,77.27272727,1.923384379,0.0,0.0,51.1627907,0.848317737,53.73134328,0.495762704,46.66666667,-0.539267794,26.08695652,-2.872446805,3415.0,0.0,3430.0,0.4,3465.0,1.5,3520.0,3.1,3565.0,4.4,3570.0,4.5,3635.0,6.4,3695.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＮＳユナイテッド海運,9110,2024-11-19,0,0,1,0,0,1,0,28.57142857,-0.095877591,74.19354839,3.931534877,54.76190476,1.439688973,62.06896552,3.219628266,100.0,5.700746939,36.36363636,0.322080766,45.16129032,1.588262737,48.33333333,1.088444054,41.17647059,0.349792151,3970.0,0.0,3975.0,0.1,3960.0,-0.3,4095.0,3.1,4170.0,5.0,4060.0,2.3,3985.0,0.4,3995.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＩＤ＆Ｅホールディングス,9161,2024-11-19,0,1,1,0,0,0,0,100.0,5.5,50.0,1.001185285,46.15384615,1.351104227,45.45454545,1.210271003,,0.0,50.0,0.444772851,60.0,2.173968781,62.5,0.870799253,73.33333333,1.971159369,3910.0,0.0,4680.0,19.7,5380.0,37.6,6470.0,65.5,6470.0,65.5,6470.0,65.5,6470.0,65.5,6480.0,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本トランスシティ,9310,2024-11-19,0,0,0,1,0,0,0,55.55555556,1.537883415,61.76470588,2.559925273,55.28455285,3.153193543,66.66666667,4.136961481,50.0,0.823289726,64.28571429,2.259591874,57.32484076,3.681420633,58.33333333,2.604199895,60.0,1.659880124,993.0,0.0,974.0,-1.9,986.0,-0.7,1002.0,0.9,1001.0,0.8,995.0,0.2,977.0,-1.6,996.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大栄環境,9336,2024-11-19,0,0,0,0,0,1,0,100.0,23.28,100.0,52.7,90.90909091,9.119843717,87.5,5.762678132,60.0,0.1988474,81.81818182,2.98251079,87.93103448,8.489184074,81.81818182,4.252324568,71.42857143,1.834970971,2933.0,0.0,3015.0,2.8,2992.0,2.0,3000.0,2.3,2991.0,2.0,2926.0,-0.2,2951.0,0.6,2932.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本管財ホールディングス,9347,2024-11-19,0,0,1,0,0,0,0,77.77777778,2.225587635,57.69230769,1.205825504,62.16216216,3.252519839,73.21428571,4.074828642,81.81818182,3.25830512,59.375,1.732458076,62.77372263,3.708949966,61.66666667,2.248233947,60.0,0.815800842,2560.0,0.0,2532.0,-1.1,2541.0,-0.7,2565.0,0.2,2547.0,-0.5,2550.0,-0.4,2562.0,0.1,2565.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朝日放送グループホールディングス,9405,2024-11-19,0,0,1,0,0,1,0,42.85714286,0.413078967,63.63636364,2.976359475,48.8372093,0.567781979,45.23809524,1.459287589,,0.0,56.25,1.419505295,38.5620915,0.151962223,40.0,0.602759713,35.0,-1.651615328,611.0,0.0,608.0,-0.5,608.0,-0.5,608.0,-0.5,609.0,-0.3,607.0,-0.7,606.0,-0.8,605.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
テレビ東京ホールディングス,9413,2024-11-19,0,1,1,0,0,1,0,40.0,0.321097672,50.0,2.48594933,41.52542373,1.748741144,57.89473684,2.878666403,66.66666667,0.916758659,53.57142857,1.311029225,37.34177215,0.87004814,35.0,0.504803387,48.14814815,0.316733956,2917.0,0.0,2914.0,-0.1,3015.0,3.4,2990.0,2.5,3005.0,3.0,2988.0,2.4,2954.0,1.3,2959.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,9418,2024-11-19,0,0,0,0,0,1,0,83.33333333,1.38223843,62.16216216,2.426512506,67.67676768,6.266814014,64.81481481,3.599464024,52.94117647,0.272770539,66.66666667,3.114667103,65.24822695,6.93287446,68.33333333,4.425082726,46.875,0.918252649,1641.7,0.0,1636.7,-0.3,1638.3,-0.2,1633.3,-0.5,1606.7,-2.1,1586.7,-3.4,1585.0,-3.5,1590.0,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本通信,9424,2024-11-19,0,0,0,0,0,1,0,28.57142857,0.011779933,81.81818182,2.008553757,40.65934066,1.649900287,63.46153846,2.249664533,0.0,0.0,28.57142857,-0.004323313,34.48275862,-0.163547397,41.66666667,1.238374853,25.0,-1.645521328,138.0,0.0,137.0,-0.7,139.0,0.7,139.0,0.7,139.0,0.7,138.0,0.0,135.0,-2.2,138.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファイバーゲート,9450,2024-11-19,0,1,1,0,0,0,1,42.85714286,1.352180962,41.66666667,0.759350595,39.66942149,-0.07135602,41.46341463,0.724279394,50.0,-0.092391304,42.42424242,0.691525484,36.25,-0.526100551,33.33333333,0.018540696,40.0,0.724303576,889.0,0.0,900.0,1.2,895.0,0.7,898.0,1.0,908.0,2.1,897.0,0.9,883.0,-0.7,895.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京電力ホールディングス,9501,2024-11-19,0,0,0,0,0,1,0,71.42857143,2.332798832,48.48484848,0.32235516,43.43434343,3.354003057,41.66666667,1.483564996,45.45454545,-0.697856714,44.11764706,0.269798612,52.0,3.232092364,58.33333333,3.323574643,60.0,1.327819261,579.0,0.0,572.1,-1.2,559.0,-3.5,556.3,-3.9,563.0,-2.8,543.5,-6.1,533.4,-7.9,538.7,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関西電力,9503,2024-11-19,0,1,1,0,0,1,1,50.0,0.258911995,100.0,16.75751577,59.04761905,3.238116171,64.81481481,3.116695771,68.18181818,2.232071349,53.125,1.141601491,62.75862069,4.016454872,61.66666667,2.666186871,78.26086957,4.094871893,1912.5,0.0,1881.5,-1.6,1841.0,-3.7,1824.0,-4.6,1875.0,-2.0,1827.0,-4.5,1823.5,-4.7,1896.5,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州電力,9508,2024-11-19,0,1,0,0,0,0,0,41.66666667,0.255821197,51.61290323,0.961904282,48.97959184,1.501416209,62.5,1.771711052,68.75,1.435315572,53.57142857,0.546915124,53.02013423,2.754947359,61.66666667,3.125243512,58.06451613,2.23389398,1506.5,0.0,1467.5,-2.6,1412.0,-6.3,1384.0,-8.1,1367.5,-9.2,1366.0,-9.3,1366.0,-9.3,1391.5,-7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道瓦斯,9534,2024-11-19,0,1,1,0,0,1,0,75.0,2.282281574,68.0,3.565043753,61.68224299,4.769460629,53.84615385,2.425533129,66.66666667,2.118878609,66.66666667,0.889658969,59.60264901,4.636925672,60.0,2.710841906,69.23076923,3.180245685,536.0,0.0,533.0,-0.6,539.0,0.6,539.0,0.6,542.0,1.1,535.0,-0.2,531.0,-0.9,530.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
静岡ガス,9543,2024-11-19,0,0,0,0,0,1,0,57.14285714,0.645251131,46.66666667,1.778597062,60.86956522,3.484603375,69.44444444,4.939716459,40.0,-0.228839962,64.70588235,3.387911094,47.74193548,1.49646499,46.66666667,0.895284153,60.0,0.252250828,1010.0,0.0,1011.0,0.1,1019.0,0.9,1025.0,1.5,1041.0,3.1,1029.0,1.9,1013.0,0.3,1019.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
メタウォーター,9551,2024-11-19,0,0,0,0,0,1,0,66.66666667,1.5080309,100.0,29.01320934,45.34883721,-0.088920959,34.09090909,-0.047129556,50.0,-0.054852321,44.18604651,-0.288828066,40.81632653,-1.924751117,41.66666667,-1.327233766,71.42857143,0.806172201,1730.0,0.0,1753.0,1.3,1767.0,2.1,1768.0,2.2,1775.0,2.6,1745.0,0.9,1739.0,0.5,1755.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ｍ＆Ａ総研ホールディングス,9552,2024-11-19,0,0,1,0,0,1,0,100.0,0.0,37.5,0.593991227,48.8372093,1.047857938,58.33333333,0.346201722,20.0,-0.402681276,47.05882353,0.6041511,51.47058824,0.930197299,46.42857143,0.256990046,33.33333333,0.140909885,2116.0,0.0,2109.0,-0.3,2084.0,-1.5,2137.0,1.0,2145.0,1.4,2072.0,-2.1,2041.0,-3.5,2065.0,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＮＴＴデータグループ,9613,2024-11-19,0,0,0,1,1,0,0,57.14285714,0.624462312,100.0,18.8725651,46.23655914,1.537775258,70.58823529,2.226703113,52.63157895,0.486331158,44.11764706,1.254073551,45.98540146,1.388761703,45.0,0.586625187,43.58974359,-0.629687471,2797.0,0.0,2807.5,0.4,2788.5,-0.3,2820.5,0.8,2933.0,4.9,2831.5,1.2,2833.0,1.3,2815.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スペース,9622,2024-11-19,0,1,1,0,0,1,1,66.66666667,1.111906546,83.33333333,2.13416472,51.72413793,1.77992246,61.11111111,3.142515782,0.0,-3.532636584,68.96551724,1.734357321,55.55555556,1.776805663,56.66666667,0.956821295,46.15384615,-0.003937648,1061.0,0.0,1082.0,2.0,1074.0,1.2,1088.0,2.5,1117.0,5.3,1120.0,5.6,1126.0,6.1,1129.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
燦ホールディングス,9628,2024-11-19,0,1,1,0,0,0,0,57.14285714,1.005319513,95.65217391,9.076514,86.8852459,8.794668882,82.35294118,8.213489423,36.36363636,-0.759587009,93.10344828,6.566584803,70.70063694,5.767826161,63.33333333,4.054859672,68.75,3.402747608,1058.0,0.0,1050.0,-0.8,1042.0,-1.5,1046.0,-1.1,1046.0,-1.1,1038.0,-1.9,1028.0,-2.8,1023.0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＤＴＳ,9682,2024-11-19,0,0,0,0,0,1,0,62.5,1.285815608,93.75,7.683296885,77.27272727,3.87297881,75.0,3.480560809,38.46153846,-0.669847917,77.77777778,3.432160455,57.63888889,2.81115121,50.0,1.08391215,40.74074074,0.557356751,3995.0,0.0,3990.0,-0.1,3995.0,0.0,3975.0,-0.5,4125.0,3.3,4090.0,2.4,4050.0,1.4,4085.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トランス・コスモス,9715,2024-11-19,0,0,0,0,0,1,0,57.14285714,0.843250331,100.0,5.960325666,70.83333333,3.986836194,81.81818182,2.756546786,12.5,-2.054598642,60.0,2.324111884,65.54054054,2.185792399,68.33333333,1.769645941,51.85185185,-0.676427392,3430.0,0.0,3400.0,-0.9,3425.0,-0.1,3435.0,0.1,3445.0,0.4,3450.0,0.6,3425.0,-0.1,3435.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
メイテックグループホールディングス,9744,2024-11-19,0,0,1,0,0,0,0,80.0,4.314088825,100.0,10.40224226,91.76470588,10.28248581,94.0,10.89365762,47.05882353,0.865862649,89.74358974,5.866581072,77.02702703,7.931743907,81.66666667,6.152076151,60.0,2.071883771,2866.5,0.0,2850.0,-0.6,2830.0,-1.3,2811.0,-1.9,2825.0,-1.4,2807.5,-2.1,2838.5,-1.0,2850.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船井総研ホールディングス,9757,2024-11-19,0,0,0,0,0,1,0,36.36363636,0.282432743,87.5,4.727607516,56.81818182,0.136675663,60.71428571,0.493785805,37.5,-0.900030558,60.0,0.489581986,32.86713287,-0.519253889,36.66666667,-0.859046853,57.89473684,0.929932436,2374.0,0.0,2339.0,-1.5,2320.0,-2.3,2359.0,-0.6,2332.0,-1.8,2315.0,-2.5,2323.0,-2.1,2347.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トラスコ中山,9830,2024-11-19,0,0,0,0,0,1,0,70.0,0.980265016,57.14285714,1.02808634,67.44186047,1.466732057,77.27272727,2.539444752,0.0,-7.831460674,54.54545455,0.704723895,61.2244898,0.483753422,58.33333333,-0.076405327,52.38095238,-0.067065602,2183.0,0.0,2200.0,0.8,2190.0,0.3,2187.0,0.2,2172.0,-0.5,2130.0,-2.4,2109.0,-3.4,2113.0,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ニトリホールディングス,9843,2024-11-19,0,0,0,0,0,1,0,50.0,0.925858527,76.47058824,4.113148847,50.98039216,0.156050198,53.84615385,0.792478861,50.0,0.591430312,54.54545455,1.44160258,44.44444444,0.536113359,28.57142857,-0.971361756,53.33333333,1.536361529,17585.0,0.0,17370.0,-1.2,17170.0,-2.4,17390.0,-1.1,18080.0,2.8,18125.0,3.1,18560.0,5.5,18735.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ベルク,9974,2024-11-19,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,6830.0,0.0,6690.0,-2.0,6690.0,-2.0,6690.0,-2.0,6650.0,-2.6,6590.0,-3.5,6560.0,-4.0,6580.0,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スズケン,9987,2024-11-19,0,0,0,0,0,1,0,69.23076923,1.611264035,56.66666667,0.467189879,56.81818182,2.457959003,79.59183673,4.131571869,63.63636364,1.744067946,69.23076923,3.123568269,62.5,2.124246817,66.66666667,1.711396464,64.51612903,1.511847216,4800.0,0.0,4772.0,-0.6,4846.0,1.0,4848.0,1.0,4765.0,-0.7,4716.0,-1.8,4646.0,-3.2,4660.0,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サンドラッグ,9989,2024-11-19,0,1,1,0,0,1,1,55.55555556,1.037711893,62.5,1.512935596,62.16216216,2.082423774,50.0,0.906607746,12.5,-1.932115836,56.66666667,1.738798321,44.20289855,-0.141428037,58.33333333,0.494891854,58.06451613,0.20664077,3498.0,0.0,3442.0,-1.6,3439.0,-1.7,3450.0,-1.4,3550.0,1.5,3576.0,2.2,3600.0,2.9,3637.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^N225,^N225,2024-11-19,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38246.4,0.0,38180.1,-0.2,37945.2,-0.8,38085.1,-0.4,38672.2,1.1,38020.1,-0.6,37989.0,-0.7,37801.6,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^DJI,^DJI,2024-11-19,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,42938.9,0.0,43074.9,0.3,43345.6,0.9,43871.6,2.2,44385.5,3.4,44426.7,3.5,44690.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^NDX,^NDX,2024-11-19,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,20423.3,0.0,20402.5,-0.1,20436.8,0.1,20655.7,1.1,20712.4,1.4,20832.4,2.0,20615.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コンステレーション エナジー,CEG,2024-11-19,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,226.1,0.0,232.1,2.7,234.1,3.5,245.0,8.4,243.0,7.5,249.2,10.2,250.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M,MMM,2024-11-19,0,0,0,0,0,1,0,36.36363636,0.673102663,66.66666667,0.838139429,43.01075269,0.462711653,29.26829268,-0.064733092,36.36363636,-1.965204356,24.32432432,-1.200031855,40.76433121,-0.207637732,45.0,0.339168399,41.37931034,0.640680098,128.0,0.0,127.1,-0.7,126.3,-1.3,126.4,-1.2,127.6,-0.3,129.6,1.2,132.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.O. スミス,AOS,2024-11-19,0,0,1,0,0,1,1,83.33333333,2.60936328,28.57142857,0.746861504,53.76344086,3.337679498,65.90909091,2.213963757,57.69230769,0.440325742,62.85714286,2.707481026,54.86111111,3.589981098,53.33333333,1.621522026,58.97435897,0.626527527,71.0,0.0,70.7,-0.4,71.7,1.0,73.0,2.8,74.0,4.2,73.8,3.9,74.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アッヴィ,ABBV,2024-11-19,0,1,1,0,0,0,0,100.0,8.298042457,100.0,11.02303844,73.97260274,5.9444599,80.0,5.155834963,75.0,1.328942933,85.0,5.739435556,75.32467532,5.343975448,66.66666667,3.236920112,63.26530612,2.097242236,163.8,0.0,165.6,1.1,166.9,1.9,173.5,5.9,176.8,7.9,176.7,7.9,180.9,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アドバンスト マイクロ デバイシズ,AMD,2024-11-19,0,0,0,0,0,1,0,50.0,1.415504743,85.71428571,3.106069173,58.25242718,2.321773222,53.48837209,2.804863151,66.66666667,1.01527109,76.92307692,3.599071526,54.71698113,2.87645213,60.0,1.627839429,63.63636364,2.830094177,137.1,0.0,135.5,-1.2,134.9,-1.6,137.0,-0.1,139.1,1.5,136.6,-0.4,133.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アジレント テクノロジーズ,A,2024-11-19,0,1,1,0,0,1,0,50.0,0.780082872,46.42857143,0.705654449,46.15384615,1.852474545,41.30434783,1.248782461,71.42857143,1.759444769,48.48484848,0.812022123,50.0,3.253435515,50.0,1.580229584,57.89473684,1.205574521,125.1,0.0,124.9,-0.2,129.1,3.2,131.5,5.1,133.8,7.0,126.2,0.9,134.2,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アカマイ　テクノロジーズ,AKAM,2024-11-19,0,1,1,0,0,1,0,14.28571429,-0.935379151,72.72727273,2.043414809,57.77777778,1.980605767,68.42105263,3.137558102,42.85714286,-0.152339127,56.41025641,1.574996862,50.98039216,1.335748799,51.66666667,0.661132536,45.71428571,-0.101094745,84.7,0.0,86.6,2.2,88.0,3.9,90.7,7.1,93.1,9.9,92.8,9.6,93.1,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,ARE,2024-11-19,0,1,1,0,0,1,0,42.85714286,-0.460972895,61.76470588,1.783604844,56.0,1.987389726,50.0,0.529439418,61.53846154,0.616691581,45.23809524,0.016631307,44.02515723,0.020455564,45.0,-0.303382819,44.11764706,-0.640684932,104.1,0.0,102.9,-1.2,104.2,0.1,105.8,1.6,109.3,5.0,110.9,6.5,110.4,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アムコア,AMCR,2024-11-19,0,1,1,0,0,1,0,75.0,0.563261334,48.71794872,0.642255906,55.0,1.816827028,80.55555556,2.077615291,0.0,-4.999981772,56.41025641,1.456191147,64.82758621,1.812104942,65.0,0.655766862,41.37931034,-1.62953719,9.4,0.0,10.1,7.4,10.2,8.5,10.4,10.6,10.5,11.7,10.3,9.6,10.4,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アムジェン,AMGN,2024-11-19,0,1,1,0,0,1,1,85.71428571,1.783258495,78.78787879,4.309008782,75.53191489,6.398685148,85.10638298,5.366723706,11.11111111,-1.944213694,53.125,2.127928385,56.84931507,2.835811958,60.0,1.396972779,51.61290323,0.016377735,275.6,0.0,278.6,1.1,284.1,3.1,288.8,4.8,293.5,6.5,257.8,-6.5,278.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アナログ デバイセズ,ADI,2024-11-19,0,0,1,0,0,0,0,85.71428571,2.073856477,82.60869565,4.381463465,81.37254902,6.128849432,75.36231884,4.010606473,38.88888889,-0.737038662,68.75,2.80859623,70.12987013,3.885883028,71.66666667,2.573669532,53.125,0.197868831,206.8,0.0,207.2,0.2,210.1,1.6,211.5,2.3,216.0,4.4,216.0,4.4,213.9,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アプライド マテリアルズ,AMAT,2024-11-19,0,1,1,0,0,0,1,80.0,2.785860469,42.85714286,1.803435506,78.16091954,4.84965766,70.68965517,2.846632051,60.86956522,0.784394487,70.96774194,2.063240229,70.70063694,4.293816126,61.66666667,2.432626279,66.66666667,1.545448189,167.5,0.0,167.1,-0.2,171.1,2.1,173.4,3.5,171.9,2.6,170.9,2.0,168.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アプティブ,APTV,2024-11-19,0,1,1,0,0,1,0,40.0,-0.237509246,65.0,0.982415468,37.5,0.70936973,50.0,1.754615414,0.0,-6.782417596,26.19047619,-0.989409416,43.44827586,0.503212978,36.66666667,0.163063503,34.7826087,-1.833803364,51.5,0.0,51.9,0.8,52.0,1.0,53.3,3.5,55.5,7.8,54.9,6.6,55.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
